kali-susp:Candidate [className=org.jfree.data.xy.XYSeries, methodName=org.jfree.data.xy.XYSeries{addOrUpdate(DD)Lorg/jfree/data/xy/XYDataItem; 0.0, lineNumber=527, susp=0.5]
kali-susp:Candidate [className=org.jfree.data.statistics.DefaultStatisticalCategoryDataset, methodName=org.jfree.data.statistics.DefaultStatisticalCategoryDataset{getStdDevValue(Ljava/lang/Comparable;Ljava/lang/Comparable;)Ljava/lang/Number; 0.0, lineNumber=234, susp=0.0]
kali-susp:Candidate [className=org.jfree.data.statistics.DefaultStatisticalCategoryDataset, methodName=org.jfree.data.statistics.DefaultStatisticalCategoryDataset{getStdDevValue(Ljava/lang/Comparable;Ljava/lang/Comparable;)Ljava/lang/Number; 0.0, lineNumber=233, susp=0.0]
kali-susp:Candidate [className=org.jfree.data.statistics.DefaultStatisticalCategoryDataset, methodName=org.jfree.data.statistics.DefaultStatisticalCategoryDataset{getMeanValue(Ljava/lang/Comparable;Ljava/lang/Comparable;)Ljava/lang/Number; 0.0, lineNumber=203, susp=0.0]
kali-susp:Candidate [className=org.jfree.data.statistics.DefaultStatisticalCategoryDataset, methodName=org.jfree.data.statistics.DefaultStatisticalCategoryDataset{getMeanValue(Ljava/lang/Comparable;Ljava/lang/Comparable;)Ljava/lang/Number; 0.0, lineNumber=201, susp=0.0]
kali-susp:Candidate [className=org.jfree.data.statistics.DefaultStatisticalCategoryDataset, methodName=org.jfree.data.statistics.DefaultStatisticalCategoryDataset{getMeanValue(Ljava/lang/Comparable;Ljava/lang/Comparable;)Ljava/lang/Number; 0.0, lineNumber=200, susp=0.0]
kali-susp:Candidate [className=org.jfree.data.statistics.DefaultStatisticalCategoryDataset, methodName=org.jfree.data.statistics.DefaultStatisticalCategoryDataset{getMeanValue(Ljava/lang/Comparable;Ljava/lang/Comparable;)Ljava/lang/Number; 0.0, lineNumber=198, susp=0.0]
kali-susp:Candidate [className=org.jfree.data.statistics.DefaultStatisticalCategoryDataset, methodName=org.jfree.data.statistics.DefaultStatisticalCategoryDataset{getMeanValue(Ljava/lang/Comparable;Ljava/lang/Comparable;)Ljava/lang/Number; 0.0, lineNumber=197, susp=0.0]
kali-susp:Candidate [className=org.jfree.data.statistics.DefaultStatisticalCategoryDataset, methodName=org.jfree.data.statistics.DefaultStatisticalCategoryDataset{getValue(Ljava/lang/Comparable;Ljava/lang/Comparable;)Ljava/lang/Number; 0.0, lineNumber=185, susp=0.0]
kali-susp:Candidate [className=org.jfree.data.statistics.MeanAndStandardDeviation, methodName=org.jfree.data.statistics.MeanAndStandardDeviation{getStandardDeviationValue()D 0.0, lineNumber=139, susp=0.0]
kali-susp:Candidate [className=org.jfree.data.statistics.MeanAndStandardDeviation, methodName=org.jfree.data.statistics.MeanAndStandardDeviation{getStandardDeviationValue()D 0.0, lineNumber=137, susp=0.0]
kali-susp:Candidate [className=org.jfree.data.statistics.MeanAndStandardDeviation, methodName=org.jfree.data.statistics.MeanAndStandardDeviation{getStandardDeviationValue()D 0.0, lineNumber=136, susp=0.0]
kali-susp:Candidate [className=org.jfree.data.statistics.MeanAndStandardDeviation, methodName=org.jfree.data.statistics.MeanAndStandardDeviation{getStandardDeviationValue()D 0.0, lineNumber=135, susp=0.0]
kali-susp:Candidate [className=org.jfree.data.statistics.MeanAndStandardDeviation, methodName=org.jfree.data.statistics.MeanAndStandardDeviation{getMeanValue()D 0.0, lineNumber=113, susp=0.0]
kali-susp:Candidate [className=org.jfree.data.statistics.MeanAndStandardDeviation, methodName=org.jfree.data.statistics.MeanAndStandardDeviation{getMeanValue()D 0.0, lineNumber=111, susp=0.0]
kali-susp:Candidate [className=org.jfree.data.statistics.MeanAndStandardDeviation, methodName=org.jfree.data.statistics.MeanAndStandardDeviation{getMeanValue()D 0.0, lineNumber=110, susp=0.0]
kali-susp:Candidate [className=org.jfree.data.statistics.MeanAndStandardDeviation, methodName=org.jfree.data.statistics.MeanAndStandardDeviation{getMeanValue()D 0.0, lineNumber=109, susp=0.0]
kali-susp:Candidate [className=org.jfree.chart.plot.PiePlot, methodName=org.jfree.chart.plot.PiePlot{equals(Ljava/lang/Object;)Z 0.0, lineNumber=3083, susp=0.0]
kali-susp:Candidate [className=org.jfree.chart.plot.Plot, methodName=org.jfree.chart.plot.Plot{equals(Ljava/lang/Object;)Z 0.0, lineNumber=1261, susp=0.0]
kali-susp:Candidate [className=org.jfree.chart.plot.Plot, methodName=org.jfree.chart.plot.Plot{equals(Ljava/lang/Object;)Z 0.0, lineNumber=1258, susp=0.0]
kali-susp:Candidate [className=org.jfree.chart.plot.Plot, methodName=org.jfree.chart.plot.Plot{equals(Ljava/lang/Object;)Z 0.0, lineNumber=1255, susp=0.0]
kali-susp:Candidate [className=org.jfree.chart.plot.Plot, methodName=org.jfree.chart.plot.Plot{equals(Ljava/lang/Object;)Z 0.0, lineNumber=1252, susp=0.0]
kali-susp:Candidate [className=org.jfree.chart.plot.Plot, methodName=org.jfree.chart.plot.Plot{equals(Ljava/lang/Object;)Z 0.0, lineNumber=1249, susp=0.0]
kali-susp:Candidate [className=org.jfree.chart.plot.Plot, methodName=org.jfree.chart.plot.Plot{equals(Ljava/lang/Object;)Z 0.0, lineNumber=1246, susp=0.0]
kali-susp:Candidate [className=org.jfree.chart.plot.Plot, methodName=org.jfree.chart.plot.Plot{equals(Ljava/lang/Object;)Z 0.0, lineNumber=1242, susp=0.0]
kali-susp:Candidate [className=org.jfree.chart.plot.Plot, methodName=org.jfree.chart.plot.Plot{equals(Ljava/lang/Object;)Z 0.0, lineNumber=1239, susp=0.0]
kali-susp:Candidate [className=org.jfree.chart.plot.Plot, methodName=org.jfree.chart.plot.Plot{equals(Ljava/lang/Object;)Z 0.0, lineNumber=1236, susp=0.0]
kali-susp:Candidate [className=org.jfree.chart.plot.Plot, methodName=org.jfree.chart.plot.Plot{equals(Ljava/lang/Object;)Z 0.0, lineNumber=1233, susp=0.0]
kali-susp:Candidate [className=org.jfree.chart.plot.Plot, methodName=org.jfree.chart.plot.Plot{equals(Ljava/lang/Object;)Z 0.0, lineNumber=1230, susp=0.0]
kali-susp:Candidate [className=org.jfree.chart.plot.Plot, methodName=org.jfree.chart.plot.Plot{equals(Ljava/lang/Object;)Z 0.0, lineNumber=1227, susp=0.0]
kali-susp:Candidate [className=org.jfree.chart.plot.Plot, methodName=org.jfree.chart.plot.Plot{equals(Ljava/lang/Object;)Z 0.0, lineNumber=1223, susp=0.0]
kali-susp:Candidate [className=org.jfree.chart.plot.Plot, methodName=org.jfree.chart.plot.Plot{equals(Ljava/lang/Object;)Z 0.0, lineNumber=1218, susp=0.0]
kali-susp:Candidate [className=org.jfree.chart.plot.Plot, methodName=org.jfree.chart.plot.Plot{setOutlineStroke(Ljava/awt/Stroke;)V 0.0, lineNumber=806, susp=0.0]
kali-susp:Candidate [className=org.jfree.chart.plot.Plot, methodName=org.jfree.chart.plot.Plot{setOutlineStroke(Ljava/awt/Stroke;)V 0.0, lineNumber=805, susp=0.0]
kali-susp:Candidate [className=org.jfree.chart.plot.Plot, methodName=org.jfree.chart.plot.Plot{setOutlineStroke(Ljava/awt/Stroke;)V 0.0, lineNumber=801, susp=0.0]
kali-susp:Candidate [className=org.jfree.chart.plot.Plot, methodName=org.jfree.chart.plot.Plot{setOutlineStroke(Ljava/awt/Stroke;)V 0.0, lineNumber=800, susp=0.0]
kali-susp:Candidate [className=org.jfree.chart.plot.Plot, methodName=org.jfree.chart.plot.Plot{setOutlineStroke(Ljava/awt/Stroke;)V 0.0, lineNumber=793, susp=0.0]
kali-susp:Candidate [className=org.jfree.chart.plot.Plot, methodName=org.jfree.chart.plot.Plot{setOutlineVisible(Z)V 0.0, lineNumber=769, susp=0.0]
kali-susp:Candidate [className=org.jfree.chart.plot.Plot, methodName=org.jfree.chart.plot.Plot{setOutlineVisible(Z)V 0.0, lineNumber=768, susp=0.0]
kali-susp:Candidate [className=org.jfree.chart.plot.Plot, methodName=org.jfree.chart.plot.Plot{setBackgroundImageAlpha(F)V 0.0, lineNumber=736, susp=0.0]
kali-susp:Candidate [className=org.jfree.chart.plot.Plot, methodName=org.jfree.chart.plot.Plot{setBackgroundImageAlpha(F)V 0.0, lineNumber=735, susp=0.0]
kali-susp:Candidate [className=org.jfree.chart.plot.Plot, methodName=org.jfree.chart.plot.Plot{setBackgroundImageAlpha(F)V 0.0, lineNumber=734, susp=0.0]
kali-susp:Candidate [className=org.jfree.chart.plot.Plot, methodName=org.jfree.chart.plot.Plot{setBackgroundImageAlpha(F)V 0.0, lineNumber=731, susp=0.0]
kali-susp:Candidate [className=org.jfree.chart.plot.Plot, methodName=org.jfree.chart.plot.Plot{setBackgroundImageAlignment(I)V 0.0, lineNumber=702, susp=0.0]
kali-susp:Candidate [className=org.jfree.chart.plot.Plot, methodName=org.jfree.chart.plot.Plot{setBackgroundImageAlignment(I)V 0.0, lineNumber=701, susp=0.0]
kali-susp:Candidate [className=org.jfree.chart.plot.Plot, methodName=org.jfree.chart.plot.Plot{setBackgroundImageAlignment(I)V 0.0, lineNumber=700, susp=0.0]
kali-susp:Candidate [className=org.jfree.chart.plot.Plot, methodName=org.jfree.chart.plot.Plot{setBackgroundImage(Ljava/awt/Image;)V 0.0, lineNumber=675, susp=0.0]
kali-susp:Candidate [className=org.jfree.chart.plot.Plot, methodName=org.jfree.chart.plot.Plot{setBackgroundImage(Ljava/awt/Image;)V 0.0, lineNumber=674, susp=0.0]
kali-susp:Candidate [className=org.jfree.chart.plot.Plot, methodName=org.jfree.chart.plot.Plot{setBackgroundAlpha(F)V 0.0, lineNumber=591, susp=0.0]
kali-susp:Candidate [className=org.jfree.chart.plot.Plot, methodName=org.jfree.chart.plot.Plot{setBackgroundAlpha(F)V 0.0, lineNumber=590, susp=0.0]
kali-susp:Candidate [className=org.jfree.chart.plot.Plot, methodName=org.jfree.chart.plot.Plot{setBackgroundAlpha(F)V 0.0, lineNumber=589, susp=0.0]
kali-susp:Candidate [className=org.jfree.chart.plot.Plot, methodName=org.jfree.chart.plot.Plot{setBackgroundPaint(Ljava/awt/Paint;)V 0.0, lineNumber=564, susp=0.0]
kali-susp:Candidate [className=org.jfree.chart.plot.Plot, methodName=org.jfree.chart.plot.Plot{setBackgroundPaint(Ljava/awt/Paint;)V 0.0, lineNumber=563, susp=0.0]
kali-susp:Candidate [className=org.jfree.chart.plot.Plot, methodName=org.jfree.chart.plot.Plot{setNoDataMessagePaint(Ljava/awt/Paint;)V 0.0, lineNumber=410, susp=0.0]
kali-susp:Candidate [className=org.jfree.chart.plot.Plot, methodName=org.jfree.chart.plot.Plot{setNoDataMessagePaint(Ljava/awt/Paint;)V 0.0, lineNumber=409, susp=0.0]
kali-susp:Candidate [className=org.jfree.chart.plot.Plot, methodName=org.jfree.chart.plot.Plot{setNoDataMessagePaint(Ljava/awt/Paint;)V 0.0, lineNumber=406, susp=0.0]
kali-susp:Candidate [className=org.jfree.chart.plot.Plot, methodName=org.jfree.chart.plot.Plot{setNoDataMessageFont(Ljava/awt/Font;)V 0.0, lineNumber=382, susp=0.0]
kali-susp:Candidate [className=org.jfree.chart.plot.Plot, methodName=org.jfree.chart.plot.Plot{setNoDataMessageFont(Ljava/awt/Font;)V 0.0, lineNumber=381, susp=0.0]
kali-susp:Candidate [className=org.jfree.chart.plot.Plot, methodName=org.jfree.chart.plot.Plot{setNoDataMessageFont(Ljava/awt/Font;)V 0.0, lineNumber=378, susp=0.0]
kali-susp:Candidate [className=org.jfree.chart.plot.Plot, methodName=org.jfree.chart.plot.Plot{setNoDataMessage(Ljava/lang/String;)V 0.0, lineNumber=354, susp=0.0]
kali-susp:Candidate [className=org.jfree.chart.plot.Plot, methodName=org.jfree.chart.plot.Plot{setNoDataMessage(Ljava/lang/String;)V 0.0, lineNumber=353, susp=0.0]
kali-susp:Candidate [className=org.jfree.data.statistics.Regression, methodName=org.jfree.data.statistics.Regression{getOLSRegression(Lorg/jfree/data/xy/XYDataset;I)[D 0.0, lineNumber=136, susp=0.0]
kali-susp:Candidate [className=org.jfree.data.statistics.Regression, methodName=org.jfree.data.statistics.Regression{getOLSRegression(Lorg/jfree/data/xy/XYDataset;I)[D 0.0, lineNumber=134, susp=0.0]
kali-susp:Candidate [className=org.jfree.data.statistics.Regression, methodName=org.jfree.data.statistics.Regression{getOLSRegression(Lorg/jfree/data/xy/XYDataset;I)[D 0.0, lineNumber=133, susp=0.0]
kali-susp:Candidate [className=org.jfree.data.statistics.Regression, methodName=org.jfree.data.statistics.Regression{getOLSRegression(Lorg/jfree/data/xy/XYDataset;I)[D 0.0, lineNumber=132, susp=0.0]
kali-susp:Candidate [className=org.jfree.data.statistics.Regression, methodName=org.jfree.data.statistics.Regression{getOLSRegression(Lorg/jfree/data/xy/XYDataset;I)[D 0.0, lineNumber=130, susp=0.0]
kali-susp:Candidate [className=org.jfree.data.statistics.Regression, methodName=org.jfree.data.statistics.Regression{getOLSRegression(Lorg/jfree/data/xy/XYDataset;I)[D 0.0, lineNumber=129, susp=0.0]
kali-susp:Candidate [className=org.jfree.data.statistics.Regression, methodName=org.jfree.data.statistics.Regression{getOLSRegression(Lorg/jfree/data/xy/XYDataset;I)[D 0.0, lineNumber=128, susp=0.0]
kali-susp:Candidate [className=org.jfree.data.statistics.Regression, methodName=org.jfree.data.statistics.Regression{getOLSRegression(Lorg/jfree/data/xy/XYDataset;I)[D 0.0, lineNumber=127, susp=0.0]
kali-susp:Candidate [className=org.jfree.data.statistics.Regression, methodName=org.jfree.data.statistics.Regression{getOLSRegression(Lorg/jfree/data/xy/XYDataset;I)[D 0.0, lineNumber=125, susp=0.0]
kali-susp:Candidate [className=org.jfree.data.statistics.Regression, methodName=org.jfree.data.statistics.Regression{getOLSRegression(Lorg/jfree/data/xy/XYDataset;I)[D 0.0, lineNumber=124, susp=0.0]
kali-susp:Candidate [className=org.jfree.data.statistics.Regression, methodName=org.jfree.data.statistics.Regression{getOLSRegression(Lorg/jfree/data/xy/XYDataset;I)[D 0.0, lineNumber=123, susp=0.0]
kali-susp:Candidate [className=org.jfree.data.statistics.Regression, methodName=org.jfree.data.statistics.Regression{getOLSRegression(Lorg/jfree/data/xy/XYDataset;I)[D 0.0, lineNumber=122, susp=0.0]
kali-susp:Candidate [className=org.jfree.data.statistics.Regression, methodName=org.jfree.data.statistics.Regression{getOLSRegression(Lorg/jfree/data/xy/XYDataset;I)[D 0.0, lineNumber=121, susp=0.0]
kali-susp:Candidate [className=org.jfree.data.statistics.Regression, methodName=org.jfree.data.statistics.Regression{getOLSRegression(Lorg/jfree/data/xy/XYDataset;I)[D 0.0, lineNumber=120, susp=0.0]
kali-susp:Candidate [className=org.jfree.data.statistics.Regression, methodName=org.jfree.data.statistics.Regression{getOLSRegression(Lorg/jfree/data/xy/XYDataset;I)[D 0.0, lineNumber=119, susp=0.0]
kali-susp:Candidate [className=org.jfree.data.statistics.Regression, methodName=org.jfree.data.statistics.Regression{getOLSRegression(Lorg/jfree/data/xy/XYDataset;I)[D 0.0, lineNumber=118, susp=0.0]
kali-susp:Candidate [className=org.jfree.data.statistics.Regression, methodName=org.jfree.data.statistics.Regression{getOLSRegression(Lorg/jfree/data/xy/XYDataset;I)[D 0.0, lineNumber=117, susp=0.0]
kali-susp:Candidate [className=org.jfree.data.statistics.Regression, methodName=org.jfree.data.statistics.Regression{getOLSRegression(Lorg/jfree/data/xy/XYDataset;I)[D 0.0, lineNumber=116, susp=0.0]
kali-susp:Candidate [className=org.jfree.data.statistics.Regression, methodName=org.jfree.data.statistics.Regression{getOLSRegression(Lorg/jfree/data/xy/XYDataset;I)[D 0.0, lineNumber=115, susp=0.0]
kali-susp:Candidate [className=org.jfree.data.statistics.Regression, methodName=org.jfree.data.statistics.Regression{getOLSRegression(Lorg/jfree/data/xy/XYDataset;I)[D 0.0, lineNumber=114, susp=0.0]
kali-susp:Candidate [className=org.jfree.data.statistics.Regression, methodName=org.jfree.data.statistics.Regression{getOLSRegression(Lorg/jfree/data/xy/XYDataset;I)[D 0.0, lineNumber=113, susp=0.0]
kali-susp:Candidate [className=org.jfree.data.statistics.Regression, methodName=org.jfree.data.statistics.Regression{getOLSRegression(Lorg/jfree/data/xy/XYDataset;I)[D 0.0, lineNumber=109, susp=0.0]
kali-susp:Candidate [className=org.jfree.data.statistics.Regression, methodName=org.jfree.data.statistics.Regression{getOLSRegression(Lorg/jfree/data/xy/XYDataset;I)[D 0.0, lineNumber=108, susp=0.0]
kali-susp:Candidate [className=org.jfree.data.statistics.Regression, methodName=org.jfree.data.statistics.Regression{getOLSRegression([[D)[D 0.0, lineNumber=92, susp=0.0]
kali-susp:Candidate [className=org.jfree.data.statistics.Regression, methodName=org.jfree.data.statistics.Regression{getOLSRegression([[D)[D 0.0, lineNumber=90, susp=0.0]
kali-susp:Candidate [className=org.jfree.data.statistics.Regression, methodName=org.jfree.data.statistics.Regression{getOLSRegression([[D)[D 0.0, lineNumber=89, susp=0.0]
kali-susp:Candidate [className=org.jfree.data.statistics.Regression, methodName=org.jfree.data.statistics.Regression{getOLSRegression([[D)[D 0.0, lineNumber=88, susp=0.0]
kali-susp:Candidate [className=org.jfree.data.statistics.Regression, methodName=org.jfree.data.statistics.Regression{getOLSRegression([[D)[D 0.0, lineNumber=86, susp=0.0]
kali-susp:Candidate [className=org.jfree.data.statistics.Regression, methodName=org.jfree.data.statistics.Regression{getOLSRegression([[D)[D 0.0, lineNumber=85, susp=0.0]
kali-susp:Candidate [className=org.jfree.data.statistics.Regression, methodName=org.jfree.data.statistics.Regression{getOLSRegression([[D)[D 0.0, lineNumber=84, susp=0.0]
kali-susp:Candidate [className=org.jfree.data.statistics.Regression, methodName=org.jfree.data.statistics.Regression{getOLSRegression([[D)[D 0.0, lineNumber=83, susp=0.0]
kali-susp:Candidate [className=org.jfree.data.statistics.Regression, methodName=org.jfree.data.statistics.Regression{getOLSRegression([[D)[D 0.0, lineNumber=81, susp=0.0]
kali-susp:Candidate [className=org.jfree.data.statistics.Regression, methodName=org.jfree.data.statistics.Regression{getOLSRegression([[D)[D 0.0, lineNumber=80, susp=0.0]
kali-susp:Candidate [className=org.jfree.data.statistics.Regression, methodName=org.jfree.data.statistics.Regression{getOLSRegression([[D)[D 0.0, lineNumber=79, susp=0.0]
kali-susp:Candidate [className=org.jfree.data.statistics.Regression, methodName=org.jfree.data.statistics.Regression{getOLSRegression([[D)[D 0.0, lineNumber=78, susp=0.0]
kali-susp:Candidate [className=org.jfree.data.statistics.Regression, methodName=org.jfree.data.statistics.Regression{getOLSRegression([[D)[D 0.0, lineNumber=77, susp=0.0]
kali-susp:Candidate [className=org.jfree.data.statistics.Regression, methodName=org.jfree.data.statistics.Regression{getOLSRegression([[D)[D 0.0, lineNumber=76, susp=0.0]
kali-susp:Candidate [className=org.jfree.data.statistics.Regression, methodName=org.jfree.data.statistics.Regression{getOLSRegression([[D)[D 0.0, lineNumber=75, susp=0.0]
kali-susp:Candidate [className=org.jfree.data.statistics.Regression, methodName=org.jfree.data.statistics.Regression{getOLSRegression([[D)[D 0.0, lineNumber=74, susp=0.0]
kali-susp:Candidate [className=org.jfree.data.statistics.Regression, methodName=org.jfree.data.statistics.Regression{getOLSRegression([[D)[D 0.0, lineNumber=73, susp=0.0]
kali-susp:Candidate [className=org.jfree.data.statistics.Regression, methodName=org.jfree.data.statistics.Regression{getOLSRegression([[D)[D 0.0, lineNumber=72, susp=0.0]
kali-susp:Candidate [className=org.jfree.data.statistics.Regression, methodName=org.jfree.data.statistics.Regression{getOLSRegression([[D)[D 0.0, lineNumber=71, susp=0.0]
kali-susp:Candidate [className=org.jfree.data.statistics.Regression, methodName=org.jfree.data.statistics.Regression{getOLSRegression([[D)[D 0.0, lineNumber=70, susp=0.0]
kali-susp:Candidate [className=org.jfree.data.statistics.Regression, methodName=org.jfree.data.statistics.Regression{getOLSRegression([[D)[D 0.0, lineNumber=69, susp=0.0]
kali-susp:Candidate [className=org.jfree.data.statistics.Regression, methodName=org.jfree.data.statistics.Regression{getOLSRegression([[D)[D 0.0, lineNumber=65, susp=0.0]
kali-susp:Candidate [className=org.jfree.data.statistics.Regression, methodName=org.jfree.data.statistics.Regression{getOLSRegression([[D)[D 0.0, lineNumber=64, susp=0.0]
kali-susp:Candidate [className=org.jfree.data.xy.XYSeries, methodName=org.jfree.data.xy.XYSeries{add(Lorg/jfree/data/xy/XYDataItem;Z)V 0.0, lineNumber=366, susp=0.0]
kali-susp:Candidate [className=org.jfree.data.statistics.Regression, methodName=org.jfree.data.statistics.Regression{getPowerRegression(Lorg/jfree/data/xy/XYDataset;I)[D 0.0, lineNumber=223, susp=0.0]
kali-susp:Candidate [className=org.jfree.data.statistics.Regression, methodName=org.jfree.data.statistics.Regression{getPowerRegression(Lorg/jfree/data/xy/XYDataset;I)[D 0.0, lineNumber=221, susp=0.0]
kali-susp:Candidate [className=org.jfree.data.statistics.Regression, methodName=org.jfree.data.statistics.Regression{getPowerRegression(Lorg/jfree/data/xy/XYDataset;I)[D 0.0, lineNumber=220, susp=0.0]
kali-susp:Candidate [className=org.jfree.data.statistics.Regression, methodName=org.jfree.data.statistics.Regression{getPowerRegression(Lorg/jfree/data/xy/XYDataset;I)[D 0.0, lineNumber=219, susp=0.0]
kali-susp:Candidate [className=org.jfree.data.statistics.Regression, methodName=org.jfree.data.statistics.Regression{getPowerRegression(Lorg/jfree/data/xy/XYDataset;I)[D 0.0, lineNumber=217, susp=0.0]
kali-susp:Candidate [className=org.jfree.data.statistics.Regression, methodName=org.jfree.data.statistics.Regression{getPowerRegression(Lorg/jfree/data/xy/XYDataset;I)[D 0.0, lineNumber=216, susp=0.0]
kali-susp:Candidate [className=org.jfree.data.statistics.Regression, methodName=org.jfree.data.statistics.Regression{getPowerRegression(Lorg/jfree/data/xy/XYDataset;I)[D 0.0, lineNumber=215, susp=0.0]
kali-susp:Candidate [className=org.jfree.data.statistics.Regression, methodName=org.jfree.data.statistics.Regression{getPowerRegression(Lorg/jfree/data/xy/XYDataset;I)[D 0.0, lineNumber=214, susp=0.0]
kali-susp:Candidate [className=org.jfree.data.statistics.Regression, methodName=org.jfree.data.statistics.Regression{getPowerRegression(Lorg/jfree/data/xy/XYDataset;I)[D 0.0, lineNumber=212, susp=0.0]
kali-susp:Candidate [className=org.jfree.data.statistics.Regression, methodName=org.jfree.data.statistics.Regression{getPowerRegression(Lorg/jfree/data/xy/XYDataset;I)[D 0.0, lineNumber=211, susp=0.0]
kali-susp:Candidate [className=org.jfree.data.statistics.Regression, methodName=org.jfree.data.statistics.Regression{getPowerRegression(Lorg/jfree/data/xy/XYDataset;I)[D 0.0, lineNumber=210, susp=0.0]
kali-susp:Candidate [className=org.jfree.data.statistics.Regression, methodName=org.jfree.data.statistics.Regression{getPowerRegression(Lorg/jfree/data/xy/XYDataset;I)[D 0.0, lineNumber=209, susp=0.0]
kali-susp:Candidate [className=org.jfree.data.statistics.Regression, methodName=org.jfree.data.statistics.Regression{getPowerRegression(Lorg/jfree/data/xy/XYDataset;I)[D 0.0, lineNumber=208, susp=0.0]
kali-susp:Candidate [className=org.jfree.data.statistics.Regression, methodName=org.jfree.data.statistics.Regression{getPowerRegression(Lorg/jfree/data/xy/XYDataset;I)[D 0.0, lineNumber=207, susp=0.0]
kali-susp:Candidate [className=org.jfree.data.statistics.Regression, methodName=org.jfree.data.statistics.Regression{getPowerRegression(Lorg/jfree/data/xy/XYDataset;I)[D 0.0, lineNumber=206, susp=0.0]
kali-susp:Candidate [className=org.jfree.data.statistics.Regression, methodName=org.jfree.data.statistics.Regression{getPowerRegression(Lorg/jfree/data/xy/XYDataset;I)[D 0.0, lineNumber=205, susp=0.0]
kali-susp:Candidate [className=org.jfree.data.statistics.Regression, methodName=org.jfree.data.statistics.Regression{getPowerRegression(Lorg/jfree/data/xy/XYDataset;I)[D 0.0, lineNumber=204, susp=0.0]
kali-susp:Candidate [className=org.jfree.data.statistics.Regression, methodName=org.jfree.data.statistics.Regression{getPowerRegression(Lorg/jfree/data/xy/XYDataset;I)[D 0.0, lineNumber=203, susp=0.0]
kali-susp:Candidate [className=org.jfree.data.statistics.Regression, methodName=org.jfree.data.statistics.Regression{getPowerRegression(Lorg/jfree/data/xy/XYDataset;I)[D 0.0, lineNumber=202, susp=0.0]
kali-susp:Candidate [className=org.jfree.data.statistics.Regression, methodName=org.jfree.data.statistics.Regression{getPowerRegression(Lorg/jfree/data/xy/XYDataset;I)[D 0.0, lineNumber=201, susp=0.0]
kali-susp:Candidate [className=org.jfree.data.statistics.Regression, methodName=org.jfree.data.statistics.Regression{getPowerRegression(Lorg/jfree/data/xy/XYDataset;I)[D 0.0, lineNumber=200, susp=0.0]
kali-susp:Candidate [className=org.jfree.data.statistics.Regression, methodName=org.jfree.data.statistics.Regression{getPowerRegression(Lorg/jfree/data/xy/XYDataset;I)[D 0.0, lineNumber=196, susp=0.0]
kali-susp:Candidate [className=org.jfree.data.statistics.Regression, methodName=org.jfree.data.statistics.Regression{getPowerRegression(Lorg/jfree/data/xy/XYDataset;I)[D 0.0, lineNumber=195, susp=0.0]
kali-susp:Candidate [className=org.jfree.data.statistics.Regression, methodName=org.jfree.data.statistics.Regression{getPowerRegression([[D)[D 0.0, lineNumber=179, susp=0.0]
kali-susp:Candidate [className=org.jfree.data.statistics.Regression, methodName=org.jfree.data.statistics.Regression{getPowerRegression([[D)[D 0.0, lineNumber=177, susp=0.0]
kali-susp:Candidate [className=org.jfree.data.statistics.Regression, methodName=org.jfree.data.statistics.Regression{getPowerRegression([[D)[D 0.0, lineNumber=176, susp=0.0]
kali-susp:Candidate [className=org.jfree.data.statistics.Regression, methodName=org.jfree.data.statistics.Regression{getPowerRegression([[D)[D 0.0, lineNumber=175, susp=0.0]
kali-susp:Candidate [className=org.jfree.data.statistics.Regression, methodName=org.jfree.data.statistics.Regression{getPowerRegression([[D)[D 0.0, lineNumber=173, susp=0.0]
kali-susp:Candidate [className=org.jfree.data.statistics.Regression, methodName=org.jfree.data.statistics.Regression{getPowerRegression([[D)[D 0.0, lineNumber=172, susp=0.0]
kali-susp:Candidate [className=org.jfree.data.statistics.Regression, methodName=org.jfree.data.statistics.Regression{getPowerRegression([[D)[D 0.0, lineNumber=171, susp=0.0]
kali-susp:Candidate [className=org.jfree.data.statistics.Regression, methodName=org.jfree.data.statistics.Regression{getPowerRegression([[D)[D 0.0, lineNumber=170, susp=0.0]
kali-susp:Candidate [className=org.jfree.data.statistics.Regression, methodName=org.jfree.data.statistics.Regression{getPowerRegression([[D)[D 0.0, lineNumber=168, susp=0.0]
kali-susp:Candidate [className=org.jfree.data.statistics.Regression, methodName=org.jfree.data.statistics.Regression{getPowerRegression([[D)[D 0.0, lineNumber=167, susp=0.0]
kali-susp:Candidate [className=org.jfree.data.statistics.Regression, methodName=org.jfree.data.statistics.Regression{getPowerRegression([[D)[D 0.0, lineNumber=166, susp=0.0]
kali-susp:Candidate [className=org.jfree.data.statistics.Regression, methodName=org.jfree.data.statistics.Regression{getPowerRegression([[D)[D 0.0, lineNumber=165, susp=0.0]
kali-susp:Candidate [className=org.jfree.data.statistics.Regression, methodName=org.jfree.data.statistics.Regression{getPowerRegression([[D)[D 0.0, lineNumber=164, susp=0.0]
kali-susp:Candidate [className=org.jfree.data.statistics.Regression, methodName=org.jfree.data.statistics.Regression{getPowerRegression([[D)[D 0.0, lineNumber=163, susp=0.0]
kali-susp:Candidate [className=org.jfree.data.statistics.Regression, methodName=org.jfree.data.statistics.Regression{getPowerRegression([[D)[D 0.0, lineNumber=162, susp=0.0]
kali-susp:Candidate [className=org.jfree.data.statistics.Regression, methodName=org.jfree.data.statistics.Regression{getPowerRegression([[D)[D 0.0, lineNumber=161, susp=0.0]
